,,Aircraft,Almost Nothing,Apparel,Automobiles and Trucks,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Small Cap,Communication,Computers,Construction,Construction Materials,Consumer Goods,Electrical Equipment,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Food Products,Healthcare,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Personal Services,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Real Estate,Recreation,"Restaurants, Hotels, Motels",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap
Tstat,CMA,-0.25690568308159367,0.29815041477790827,1.0660897376330272,-1.8479063321755154,-4.774429663586202,-4.6441720236386885,-1.8144987227889042,-3.656566151726856,-3.4468413462515626,-0.16993722540772957,0.12236834957826326,0.2593042828215265,4.528153519589399,-0.34331646257242887,-0.5039750812838129,-0.6859190703046104,3.8630639780594325,0.06104936472577851,-1.3786638638995075,-1.3255245884750497,0.20369117727163044,-2.1884867431917807,4.318511396322125,3.1515329079007777,-0.44350213832407465,-0.29956138079972483,-0.829951190476258,0.5357688483475647,0.6095306192008823,-0.3643124387726439,0.7466807221300044,2.2936046314588707,2.74754561923781,0.6522689241732288,1.0624541954869886,0.5347915161904013,2.1651579045124145,2.1299855947072572,0.06627741291519736,2.1955587211993506,2.420261275563607,-0.6522579364513718,1.7470406192179089,-2.933842336053149,0.44421827458925,-0.028777362652866255,-0.9220143931941763,-1.1333548126801807,-0.033728660228906686,0.5915285396518085,-2.0087988874111105,-1.797505340837701,0.14703158557393683,1.0112279140152718,0.9162199687622448,1.092362472056765,2.796673304354084,2.9775256424965955,1.1128664799527046,1.671260234230919,1.6191877208388807,-0.12165804318186656
Tstat,HML,5.121258005253834,0.35247243224694613,-1.4364406452971448,-1.5207897465537872,15.683571582156107,15.249288780081889,6.268077818751172,-4.930507894801794,-4.562924414014853,-2.294066536765568,2.1808052931773214,1.3257455081537195,-0.30927942817829,0.016323298265107995,1.07690219931575,3.386088663662842,-0.9262691316301102,-1.67860051292934,-3.374431881988398,-3.434139588339173,-0.5453144320706922,0.7230630130311311,0.09257773734029283,-1.1964068656280509,6.13496342748881,5.398383331869063,2.009827776428856,1.3780252613209143,1.142984595618957,1.3724661305452224,-3.684224796395127,-3.301272730804827,-3.156503639553315,0.02976215439885295,1.164582384206151,0.0028045415010475917,4.273019321183057,6.696803546694031,4.233822263956232,-1.5674424108660707,-1.4610467676137406,-1.7042907501610303,-0.9583555751494737,4.506194068634087,0.9664926048718949,-0.21469135863634994,-4.220845678766625,-4.170423849046696,1.8458958095193347,1.8263035757077957,4.9881413047615,4.31260369143368,3.922370416048335,2.074577002770012,1.0244428034545427,1.0728516991164703,-0.2316887660479263,-0.5177151344986644,0.22317627299084317,1.0472812507334308,0.49107877972960284,0.12578551754691467
Tstat,Mkt-RF,17.637569580190704,11.500266984061401,14.37266018336368,13.892714021176955,27.91133606145942,27.517298352544323,8.703305365991861,37.055309253431005,34.551559802899604,13.616787235562622,17.232194125969905,8.680406727494788,19.38727571526455,19.80740534195813,17.003940519964985,26.101871683900836,15.81512841086451,22.7306202675031,21.215984911870777,20.356226007401915,10.04126658096116,14.588224601352557,12.473807802579394,13.921163721149206,19.73936655504638,17.279523894013302,8.49985641739635,26.340274465620833,24.16000346865879,9.304984627864258,22.791166276547816,17.74482209791438,17.971215890628535,1.4760463177496255,11.637930051216985,17.293848235957228,12.048737271493238,12.72639162043357,8.213284566894794,12.417478994984155,12.16097635903109,4.862876870295488,3.303153820646585,19.715062345103266,11.315724974610228,15.439099914391258,23.262042830780544,21.464908918044664,12.117800796907282,17.613203856002738,27.515429586206544,25.267024936195273,14.657001114135166,28.46677667140583,21.770043657125047,8.661206791621114,12.836753534190313,11.763771372817816,10.424892024871557,23.883293071842786,20.108522498310947,7.531127049455582
Tstat,RMW,-0.09465824746005905,1.5941150719310129,3.517736971540345,-0.4207269798518657,-4.793247504458268,-4.9001029941613545,-1.268486364411846,-1.0101422187860063,-0.5859269405230558,-2.727087356384441,1.997511065319923,-1.0937080675831847,1.8530004620023086,0.5558964761346731,2.2520830316793417,2.6986506347946357,5.435242478008125,0.35891344593961966,1.7817574665522558,1.968600897914068,-2.1091878265892725,-2.1783111157560393,2.1773834141537587,-1.2961816126921315,-0.8850264956618054,-0.4781942094561308,-1.0928641165242559,1.0832856451483122,1.0324252238225125,0.0662303487812504,-0.37222193660861824,-1.572450300390489,-0.8542533755099514,0.04983223824538025,-0.787402151706437,0.5198289302688631,1.2143821766556548,-0.03470615989695003,-0.14306032408174577,-1.5001247964583613,-1.112674955636134,-3.659874106427477,0.7169026416489575,0.4872199028083461,2.781893594687978,4.377840565406568,1.7452265111568726,1.5944633870910176,1.9300214377544505,1.1205817825554414,-1.3256028626552714,-1.9499111557180788,-0.8197984795192569,1.4338991365629714,0.622143207453998,-0.0026288325528483446,2.3302084963407457,2.2641869122092273,2.0518313702720277,2.904258512151402,2.3988601983135016,0.6504195318987919
Tstat,SMB,0.4026311321144195,-1.1240046626065074,2.4810142857584068,3.3640359055473144,-1.975037353302534,-2.6565688830698457,4.446511647737647,-3.571115531795544,-4.620826676809416,7.082407452917901,1.3856984232334588,3.3627400778803063,-0.26762409007641563,0.5569096106954712,4.64430749645754,6.451784502002809,-0.9698334200177001,5.8435572744231905,-0.33310254542314116,-0.7176532924302257,2.8755821186639148,1.0588608008228289,-1.5069423730540144,3.354854479449328,-0.43100290031082783,-0.37235231791262563,3.599704806926749,3.691223698918018,2.4381502464905918,5.333907948565391,3.5305563914087092,-0.38506880144947797,-1.090264795890817,0.9942043028041562,0.5857636322537491,3.3053268406102805,1.4955641607657792,1.3104927880633828,3.284753542376343,-1.1273648820259587,-1.6723368837098949,3.626173204164378,-0.5151392096643789,5.6780467592366435,2.9722951565654316,0.8513644084469365,0.05793064286166242,-0.9723414155233396,7.097320286282851,2.9364610395856556,0.46184852288736367,-0.9358540581892009,4.377139666691925,1.9692448054218707,0.306534248109403,3.138238382974338,-1.2936711082070145,-2.0190031212877804,4.9345711330451945,4.945859291576314,2.917926428617957,2.4679249226694435
is_significant,"('Tstat', 'Alpha')",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
is_significant,"('Tstat', 'CMA')",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
is_significant,"('Tstat', 'HML')",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_significant,"('Tstat', 'Mkt-RF')",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
is_significant,"('Tstat', 'RMW')",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
is_significant,"('Tstat', 'SMB')",0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
